,id,identifier,csdRefcode,doi
KEVLEE_FSR,6196cabda6be6ad338997989,qmof-a04cf5a,KEVLEE,https://doi.org/10.1039/C2CE26045J
gmof_Al2O6-BDC_B-DPAC_B_No60,6196d0eaf8a517a48b6cdf61,qmof-2381376,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o2_o6_sra_sym_34,6196d053a6be6ad33899df0a,qmof-2d48467,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o16_o26_pcu_sym_139,6196cf79f8a517a48b6cc720,qmof-74326df,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-ADC_A-irmof8_A_No794,6196d136f8a517a48b6ce6f5,qmof-e64eb2b,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o18_o28_pcu_sym_261,6196cfb3a6be6ad33899d2e0,qmof-3eac45e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
QEGNOH_FSR,6196cd21f8a517a48b6c9a83,qmof-91bb1a1,QEGNOH,https://doi.org/10.1021/ic300546z
PUQHAL01_FSR,6196ccf1a6be6ad33899a2c6,qmof-173ac53,PUQHAL01,https://doi.org/10.1039/c002090g
core_LUKREO_freeONLY,6196d095f8a517a48b6cd9bc,qmof-cc7c086,LUKREO,
LAGNIT_FSR,6196d21ef8a517a48b6cf4dd,qmof-aaf6969,LAGNIT,https://doi.org/10.1039/C5DT04740D
boydwoo_str_m3_o2_o23_pcu_sym_190,6196cfc1f8a517a48b6ccb2f,qmof-d08242d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o20_o25_sra_sym_138,6196d036a6be6ad33899dd0b,qmof-213c3a1,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o11_o17_sra_sym_123,6196d015a6be6ad33899da5a,qmof-697b32a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-ADC_B-BDC_B_No496,6196d0eba6be6ad33899e7e8,qmof-72d1dd4,,https://doi.org/10.1039/C9TA01752F
gmof_Uio66Zr-BDC_A-irmof6_A_No168,6196d12ef8a517a48b6ce65f,qmof-ba9830b,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o17_o20_pcu_sym_170,6196cfb9f8a517a48b6ccaad,qmof-f5b881e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o7_o13_sra_sym_84,6196d049f8a517a48b6cd476,qmof-035e8fd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-DPAC_A_No410,6196d178f8a517a48b6cebaa,qmof-c7df685,,https://doi.org/10.1039/C9TA01752F
PEHPEY_FSR,6196cc9ba6be6ad338999ce5,qmof-aceaa1d,PEHPEY,https://doi.org/10.1016/j.inoche.2006.03.019
KENJUK_FSR,6196d20ff8a517a48b6cf40c,qmof-38ae731,KENJUK,https://doi.org/10.1002/cjoc.201200392
AHAHIB_FSR,6196c6f2a6be6ad338993a34,qmof-4bbc418,AHAHIB,https://doi.org/10.1039/b914049b
FUNKUW_FSR,6196d221f8a517a48b6cf515,qmof-ea62707,FUNKUW,https://doi.org/10.1038/ncomms8954
boydwoo_str_m1_o18_o21_pcu_sym_91,6196cf7ef8a517a48b6cc786,qmof-82f8bae,,https://doi.org/10.24435/materialscloud:2018.0016/v3
BUQQIP_FSR,6196c79ea6be6ad338994769,qmof-a92c7de,BUQQIP,https://doi.org/10.1039/C5RA13156A
MINQOQ_FSR,6196cb84a6be6ad3389986e0,qmof-23af1a9,MINQOQ,
boydwoo_str_m7_Zn_o12_o22_bcu_sym_4,6196d046a6be6ad33899de38,qmof-8442243,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-BDC_B_No265,6196d0c7f8a517a48b6cdcd2,qmof-1fbb566,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o22_pcu_sym_158,6196cfbaf8a517a48b6ccac3,qmof-723ec6f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_TEMPAE_freeONLY,6196d0c8f8a517a48b6cdce3,qmof-9b6e28a,TEMPAE,
FAFJAZ_FSR,6196c8fcf8a517a48b6c5672,qmof-8241a6b,FAFJAZ,https://doi.org/10.1002/adma.200903217
HAFGUT_FSR,6196c9c2a6be6ad338996882,qmof-0ae491a,HAFGUT,https://doi.org/10.1021/jacs.6b08059
gmof_Al2O6-irmof20_B-irmof7_B_No21,6196d109f8a517a48b6ce285,qmof-3a40928,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-mof177_No1,6196d111a6be6ad33899ea8a,qmof-11f7d05,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o13_o26_pcu_sym_132,6196cf6df8a517a48b6cc64f,qmof-7b2d9bd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
NEHNEV_FSR,6196cc04f8a517a48b6c8a33,qmof-19d3c65,NEHNEV,https://doi.org/10.1039/c2jm32066e
core_HIFVUO01_freeONLY,6196d09df8a517a48b6cda2f,qmof-72f4eea,HIFVUO01,
boydwoo_str_m1_o11_o11_pcu_sym_31,6196cf85a6be6ad33899ce64,qmof-56ddcb3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
QUVCEQ_FSR,6196cd68f8a517a48b6c9fa2,qmof-e6f8d75,QUVCEQ,https://doi.org/10.1021/cg900416v
NARQEF_FSR,6196d211a6be6ad33899f843,qmof-91daed1,NARQEF,https://doi.org/10.1039/C7DT00215G
boydwoo_str_m4_Al_o2_o6_acs_sym_202,6196d020f8a517a48b6cd219,qmof-f5b7d36,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m4_Al_o25_o25_acs_sym_129,6196d012f8a517a48b6cd11c,qmof-91692c9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
SIVGIP_FSR,6196cdcaa6be6ad33899b207,qmof-574737f,SIVGIP,https://doi.org/10.1039/C3DT53269K
boydwoo_str_m3_o2_o7_pcu_sym_154,6196cfd0f8a517a48b6ccc66,qmof-33c6e83,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o2_o28_pcu_sym_144,6196cfc9f8a517a48b6ccbd0,qmof-f1b24ea,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MAXWOA_FSR,6196cb6ca6be6ad338998556,qmof-9a1b21d,MAXWOA,https://doi.org/10.1016/j.ica.2017.02.013
gmof_Zn4O13-BDC_A-DPAC_A_No1202,6196d16df8a517a48b6cead4,qmof-365993a,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-mof177-N_No4,6196d10fa6be6ad33899ea6c,qmof-74552cd,,https://doi.org/10.1039/C9TA01752F
KARRIE_FSR,6196cac6a6be6ad338997a1f,qmof-7e56bcd,KARRIE,https://doi.org/10.1021/ja00196a032
gmof_Uio66Zr-irmof10_A-irmof14_A_No287,6196d12ca6be6ad33899ebc5,qmof-8eb67f4,,https://doi.org/10.1039/C9TA01752F
DAMYIC_FSR,6196c831a6be6ad3389951a0,qmof-33540bf,DAMYIC,https://doi.org/10.1016/j.jssc.2016.10.009
AGUWEG01_FSR,6196c6eea6be6ad3389939d6,qmof-7d0fb3f,AGUWEG01,
gmof_Zn4O13-BDC_A-irmof20_A_No484,6196d287f8a517a48b6cfc16,qmof-1355ac2,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-irmof6_B-irmof7_B_No288,6196d114f8a517a48b6ce3b8,qmof-40816e5,,https://doi.org/10.1039/C9TA01752F
QONKUB_FSR,6196cd28a6be6ad33899a69f,qmof-b1d0e6e,QONKUB,https://doi.org/10.1021/ic5008457
boydwoo_str_m3_o2_o18_pcu_sym_80,6196cfe9a6be6ad33899d730,qmof-86dd367,,https://doi.org/10.24435/materialscloud:2018.0016/v3
HEJQAR_FSR,6196c9efa6be6ad338996b9e,qmof-311d91b,HEJQAR,https://doi.org/10.1039/C7SC03067C
gmof_AlO6-irmof6_A_No3,6196d105a6be6ad33899e9cc,qmof-038aa2d,,https://doi.org/10.1039/C9TA01752F
FEVBUG_FSR,6196c8ffa6be6ad338995d81,qmof-53328c4,FEVBUG,https://doi.org/10.1016/j.tet.2018.01.045
boydwoo_str_m3_o22_o29_pcu_sym_167,6196cfecf8a517a48b6cce92,qmof-d480554,,https://doi.org/10.24435/materialscloud:2018.0016/v3
FAPYEA04_FSR,6196c8faf8a517a48b6c5643,qmof-65535b4,FAPYEA04,https://doi.org/10.1021/ja00070a013
boydwoo_str_m3_o8_o27_pcu_sym_263,6196d015a6be6ad33899da63,qmof-6154c70,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_FUNCAT_freeONLY,6196d07ea6be6ad33899e120,qmof-780623e,FUNCAT,
gmof_Zn2O8N2-ADC_A-irmof14_A_No416,6196d160a6be6ad33899ef18,qmof-8c2e3e2,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-ADC_A_No9,6196d108f8a517a48b6ce26a,qmof-db4f7fe,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-fum_B-irmof7_B_No63,6196d0edf8a517a48b6cdfae,qmof-f5a3544,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m4_Al_o23_o23_acs_sym_91,6196d007f8a517a48b6cd048,qmof-eb442dd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o11_o19_nbo_sym_25,6196cf83a6be6ad33899ce30,qmof-601b6ce,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Uio66Zr-BDC_A-NiC4_No6,6196d122f8a517a48b6ce52d,qmof-6031bc0,,https://doi.org/10.1039/C9TA01752F
SIVGOV_FSR,6196cdcba6be6ad33899b210,qmof-2a5ad82,SIVGOV,https://doi.org/10.1039/C3DT53269K
QARCET_FSR,6196cd00a6be6ad33899a3d3,qmof-4321050,QARCET,https://doi.org/10.1021/ic2015463
boydwoo_str_m3_o4_o7_pcu_sym_33,6196cffcf8a517a48b6ccf85,qmof-a567c29,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-irmof8_B_No3,6196d0e4f8a517a48b6cdedf,qmof-ed704a0,,https://doi.org/10.1039/C9TA01752F
GOWVOF_FSR,6196c995f8a517a48b6c60eb,qmof-dbbe195,GOWVOF,https://doi.org/10.1016/j.poly.2014.11.019
IZECIA_FSR,6196ca58a6be6ad338997295,qmof-77701f4,IZECIA,
core_VOLQOD_freeONLY,6196d0ddf8a517a48b6cde56,qmof-78cf847,VOLQOD,
boydwoo_str_m3_o2_o26_pcu_sym_180,6196cfc4f8a517a48b6ccb80,qmof-6fa8209,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-mof177-N_No1,6196d107a6be6ad33899e9f9,qmof-88adb93,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-ADC_A-TED_A_No26,6196d15da6be6ad33899eee6,qmof-f59c9c1,,https://doi.org/10.1039/C9TA01752F
IBEDUP_FSR,6196ca01a6be6ad338996ce1,qmof-a4260ff,IBEDUP,
core_GEFYUN_freeONLY,6196d085a6be6ad33899e170,qmof-2bf3de2,GEFYUN,
MOF-5_cooh_2_217_2,6196cb93a6be6ad3389987e9,qmof-f5b20ce,,https://doi.org/10.1021/jp401920y
boydwoo_str_m5_Al_o20_o27_sra_sym_39,6196d03aa6be6ad33899dd5e,qmof-85c997c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-DPAC_A_No21,6196d171f8a517a48b6ceb25,qmof-3aef9ac,,https://doi.org/10.1039/C9TA01752F
NEVBIB_FSR,6196cbf6a6be6ad338998f97,qmof-f11cf88,NEVBIB,
boydwoo_str_m3_o7_o11_pcu_sym_233,6196d022f8a517a48b6cd233,qmof-0475987,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o1_o28_pcu_sym_77,6196cfc7f8a517a48b6ccbac,qmof-059275c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_YEYCUC_SL,6196d0dba6be6ad33899e691,qmof-d675ae6,YEYCUC,
boydwoo_str_m3_o11_o28_pcu_sym_31,6196cf9da6be6ad33899d09b,qmof-c6cf282,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_QOFLAA_freeONLY,6196d0bea6be6ad33899e48c,qmof-a440f07,QOFLAA,
boydwoo_str_m3_o14_o22_pcu_sym_40,6196cfa8f8a517a48b6cc9c6,qmof-3cfd9d8,,https://doi.org/10.24435/materialscloud:2018.0016/v3
VOBPIL01_FSR,6196cea1a6be6ad33899c063,qmof-633c6b8,VOBPIL01,https://doi.org/10.1002/ejic.200700872
boydwoo_str_m3_o3_o16_pcu_sym_116,6196cfe1f8a517a48b6ccdc5,qmof-3cdafab,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o3_o15_pcu_sym_108,6196cfe0f8a517a48b6ccdba,qmof-da188cd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o8_o17_pcu_sym_140,6196d009a6be6ad33899d97e,qmof-dc75d9b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-irmof10_B-irmof7_B_No372,6196d0f6f8a517a48b6ce08c,qmof-03f205a,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o4_o28_pcu_sym_230,6196cff0f8a517a48b6ccecc,qmof-fcd9e5c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
LURGEL_FSR,6196cb69f8a517a48b6c811a,qmof-976e488,LURGEL,https://doi.org/10.1021/ja904189d
boydwoo_str_m3_o1_o20_pcu_sym_40,6196cfcda6be6ad33899d533,qmof-0625810,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-ADC_A-irmof10_A_No455,6196d15ea6be6ad33899eef0,qmof-2a4c288,,https://doi.org/10.1039/C9TA01752F
BEXTOP_FSR,6196c75da6be6ad3389942b5,qmof-baf7972,BEXTOP,https://doi.org/10.1021/cg3018562
boydwoo_str_m5_Al_o20_o22_sra_sym_36,6196d030a6be6ad33899dc73,qmof-0573de6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MOF-5_cooh_2_882_1,6196cbada6be6ad3389989c6,qmof-11a42ea,,https://doi.org/10.1021/jp401920y
MOF-5_cooh_2_878_1,6196cbaca6be6ad3389989bc,qmof-b7a3995,,https://doi.org/10.1021/jp401920y
PUMYEE_FSR,6196cce5a6be6ad33899a1ed,qmof-460d167,PUMYEE,
gmof_Zn2O8N2-ADC_A-irmof20_A_No203,6196d162a6be6ad33899ef38,qmof-bd47743,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o18_o22_pcu_sym_232,6196cfaba6be6ad33899d215,qmof-72b8716,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o14_o17_nbo_sym_75,6196cfa4f8a517a48b6cc980,qmof-46c80ba,,https://doi.org/10.24435/materialscloud:2018.0016/v3
BAXHUF_FSR,6196c765a6be6ad33899434c,qmof-70a9ffb,BAXHUF,https://doi.org/10.1021/ic202655d
gmof_Zn2O8N2-irmof8_A-TePM_No127,6196d165f8a517a48b6cea47,qmof-04907e4,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o18_o20_pcu_sym_181,6196cfa8a6be6ad33899d1cc,qmof-4f3b572,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o4_o25_pcu_sym_243,6196cf97f8a517a48b6cc8d6,qmof-8752e4d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-AZO_A-irmof7_A_No470,6196d144f8a517a48b6ce802,qmof-dbb8ab2,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-ADC_B-DPAC_B_No120,6196d0eea6be6ad33899e81b,qmof-e0a90af,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o6_o13_sra_sym_56,6196d03af8a517a48b6cd376,qmof-7503641,,https://doi.org/10.24435/materialscloud:2018.0016/v3
WETVUN_FSR,6196ceaea6be6ad33899c14b,qmof-9ebe8cd,WETVUN,
BAXJAN01_FSR,6196c766a6be6ad338994356,qmof-55fa4d1,BAXJAN01,https://doi.org/10.1021/ic202655d
gmof_Zn2O8N2-irmof6_A-irmof8_A_No179,6196d162f8a517a48b6cea0c,qmof-9e703ad,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o8_o13_pcu_sym_205,6196d005a6be6ad33899d93d,qmof-9dbd92a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
IJEXEB_FSR,6196ca07a6be6ad338996d36,qmof-6f65d13,IJEXEB,https://doi.org/10.1039/c0ce00042f
gmof_Al2O6-BDC_B-irmof7_B_No36,6196d0d2a6be6ad33899e5d1,qmof-13b25d9,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-BDC_A-DPAC_A_No675,6196d17ef8a517a48b6cec19,qmof-58a8aed,,https://doi.org/10.1039/C9TA01752F
OFUZUL_FSR,6196d221a6be6ad33899f956,qmof-f0dfa44,OFUZUL,https://doi.org/10.1016/j.ica.2007.12.004
boydwoo_str_m3_o14_o15_nbo_sym_92,6196cfa2f8a517a48b6cc971,qmof-944cb8b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o23_o28_pcu_sym_111,6196cfc2a6be6ad33899d442,qmof-4d1cebd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-irmof6_A_No14,6196d103a6be6ad33899e9ae,qmof-344ed8d,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o2_o3_pcu_sym_73,6196cfcdf8a517a48b6ccc20,qmof-3a44113,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8-BTC_A-irmof10_A_No7,6196d14fa6be6ad33899edfb,qmof-66f44d8,,https://doi.org/10.1039/C9TA01752F
gmof_Uio66Zr-BDC_A-imdb_No13,6196d126f8a517a48b6ce5a5,qmof-deea64a,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-DPAC_B_No4,6196d0f5a6be6ad33899e8c1,qmof-12e6771,,https://doi.org/10.1039/C9TA01752F
NIMWIR_FSR,6196cbfda6be6ad338999029,qmof-412f4b0,NIMWIR,https://doi.org/10.1039/C3CE41116H
boydwoo_str_m1_o14_o24_pcu_sym_271,6196cf75f8a517a48b6cc6d9,qmof-53413bd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
GIVVUF_FSR,6196c971f8a517a48b6c5f5e,qmof-0dbbd86,GIVVUF,https://doi.org/10.1126/science.aar6833
CIHYOJ_FSR,6196c7e9f8a517a48b6c43b2,qmof-606a263,CIHYOJ,https://doi.org/10.1016/j.saa.2012.10.056
GUFBOA_FSR,6196c9b4f8a517a48b6c6312,qmof-b439f25,GUFBOA,https://doi.org/10.1021/acs.cgd.5b00014
gmof_Zn4O13-BDC_A-irmof20_A_No616,6196d170a6be6ad33899efea,qmof-44308c2,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-DPAC_A-irmof6_A_No417,6196d15bf8a517a48b6ce98f,qmof-78c366c,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-BDC_B-irmof20_B_No253,6196d0f2f8a517a48b6ce03f,qmof-5689ec9,,https://doi.org/10.1039/C9TA01752F
KIWSAL_FSR,6196cae4a6be6ad338997c18,qmof-0307198,KIWSAL,https://doi.org/10.1107/S0108270108001479
gmof_Zn2O8N2-BDC_A-irmof6_A_No237,6196d14df8a517a48b6ce89f,qmof-2bff013,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o18_pcu_sym_148,6196cfcba6be6ad33899d505,qmof-48b2ade,,https://doi.org/10.24435/materialscloud:2018.0016/v3
DIMQEX_FSR,6196c848a6be6ad338995340,qmof-23596df,DIMQEX,https://doi.org/10.1021/cg400454c
AGUTEC_FSR,6196c6eda6be6ad3389939c4,qmof-61282f6,AGUTEC,https://doi.org/10.1002/zaac.200900121
boydwoo_str_m5_Al_o11_o13_sra_sym_6,6196d014a6be6ad33899da4b,qmof-805652f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-BDC_B-DPAC_B_No164,6196d0e6f8a517a48b6cdf06,qmof-ac756ee,,https://doi.org/10.1039/C9TA01752F
ZIGREP_FSR,6196cf6ff8a517a48b6cc67a,qmof-4405a01,ZIGREP,https://doi.org/10.1002/asia.201800754
gmof_Zn2O8N2-irmof14_A-pmof1_A_No5,6196d159f8a517a48b6ce96c,qmof-4a015d8,,https://doi.org/10.1039/C9TA01752F
LAZLAB_FSR,6196cb30f8a517a48b6c7d24,qmof-d552231,LAZLAB,https://doi.org/10.1021/cg201655n
gmof_Zn2O8N2-DPAC_A-irmof10_A_No202,6196d151f8a517a48b6ce8ee,qmof-5512eaf,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-irmof14_A-irmof7_A_No378,6196d155f8a517a48b6ce92f,qmof-c8ae741,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-mof177_No36,6196d0faf8a517a48b6ce0fc,qmof-a2ee661,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-ADC_B-DPAC_B_No94,6196d0f2a6be6ad33899e874,qmof-a2f938d,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o9_pcu_sym_230,6196cfd4f8a517a48b6cccb1,qmof-e76d4a3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-DPAC_B-irmof7_B_No335,6196d0eea6be6ad33899e81f,qmof-8a0fc7d,,https://doi.org/10.1039/C9TA01752F
GOGLIA_FSR,6196c9a3a6be6ad338996660,qmof-4dcea3e,GOGLIA,https://doi.org/10.1016/j.molstruc.2019.06.013
SEPPIN_FSR,6196cdc1a6be6ad33899b170,qmof-ad52eb9,SEPPIN,https://doi.org/10.1016/j.molstruc.2006.03.084
gmof_Al2O6-AZO_B-BDC_B_No92,6196d0cbf8a517a48b6cdd0e,qmof-2b24084,,https://doi.org/10.1039/C9TA01752F
core_CUVXAT_freeONLY,6196d088f8a517a48b6cd8df,qmof-8625e5f,CUVXAT,
gmof_Uio66Zr-DPAC_A_No10,6196d124a6be6ad33899eb75,qmof-20874c7,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o20_o22_sra_sym_79,6196d031a6be6ad33899dc91,qmof-4256080,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o7_o28_pcu_sym_34,6196cffca6be6ad33899d88a,qmof-efec07a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MORVUN_FSR,6196cbe1a6be6ad338998df4,qmof-fd9262c,MORVUN,
gmof_AlO6-irmof12_A_No1,6196d0fba6be6ad33899e931,qmof-6ef802e,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-AZO_B-BDC_B_No12,6196d0f7a6be6ad33899e8ed,qmof-d5d281f,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o6_o9_pcu_sym_199,6196d01ef8a517a48b6cd1f6,qmof-bea0429,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-AZO_A-irmof20_A_No143,6196d13ef8a517a48b6ce79f,qmof-8645539,,https://doi.org/10.1039/C9TA01752F
RAWVUJ_FSR,6196cd5ea6be6ad33899aa72,qmof-bc1a8ec,RAWVUJ,https://doi.org/10.1021/acs.cgd.6b01768
boydwoo_str_m4_Al_o2_o23_acs_sym_83,6196d018f8a517a48b6cd189,qmof-74eaa3d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o18_o18_pcu_sym_55,6196cf7df8a517a48b6cc766,qmof-ea67c6a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
NARRAC_FSR,6196d214a6be6ad33899f85c,qmof-f51bd53,NARRAC,https://doi.org/10.1039/C7DT00215G
boydwoo_str_m3_o24_o27_pcu_sym_164,6196cfc9a6be6ad33899d4ce,qmof-71adb34,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o23_o27_sra_sym_111,6196d040a6be6ad33899ddd0,qmof-0b08cba,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MAQBAK_FSR,6196cb79f8a517a48b6c8243,qmof-3d7f145,MAQBAK,https://doi.org/10.1002/ejic.201601242
JIVQUD_FSR,6196ca9ca6be6ad338997738,qmof-5a8e468,JIVQUD,https://doi.org/10.3390/inorganics5030061
KUQNOA_FSR,6196cadef8a517a48b6c7784,qmof-d83e85c,KUQNOA,https://doi.org/10.1107/S0108270110002738
boydwoo_str_m3_o4_o22_pcu_sym_54,6196cffea6be6ad33899d8ac,qmof-f2dcc8e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-irmof20_B-irmof7_B_No534,6196d111f8a517a48b6ce36d,qmof-7df7140,,https://doi.org/10.1039/C9TA01752F
IMISED_FSR,6196ca39f8a517a48b6c6c30,qmof-a7455cb,IMISED,https://doi.org/10.1016/j.jssc.2010.10.011
boydwoo_str_m5_Al_o8_o16_sra_sym_98,6196d030a6be6ad33899dc79,qmof-1eda44c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
CEGJOO_FSR,6196c7b3f8a517a48b6c4014,qmof-0de6ab6,CEGJOO,https://doi.org/10.1016/j.ica.2006.02.004
NAFGOR01_FSR,6196cbb9a6be6ad338998ab4,qmof-d10ccb2,NAFGOR01,https://doi.org/10.1021/ic049713z
boydwoo_str_m1_o5_o24_pcu_sym_109,6196cf8aa6be6ad33899cee1,qmof-f3692c0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
USOXEH_FSR,6196d23aa6be6ad33899fae6,qmof-57de99b,USOXEH,https://doi.org/10.1021/acs.inorgchem.6b00814
MOF-5_cooh_2_712_1,6196cba9a6be6ad338998980,qmof-9342989,,https://doi.org/10.1021/jp401920y
gmof_Zn2O8-ADC_A-irmof6_A_No469,6196d149a6be6ad33899ed8e,qmof-f31f65c,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-irmof10_A_No9,6196d0fba6be6ad33899e92c,qmof-d9b204d,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-BDC_B-irmof12_B_No12,6196d0eff8a517a48b6cdff7,qmof-4508cc7,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-BDC_A-irmof20_A_No495,6196d288f8a517a48b6cfc20,qmof-b16fea6,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o3_o18_pcu_sym_170,6196cfe5f8a517a48b6cce1c,qmof-f5605b4,,https://doi.org/10.24435/materialscloud:2018.0016/v3
VILXUK_FSR,6196ce7ba6be6ad33899bdda,qmof-17796cb,VILXUK,https://doi.org/10.1016/j.poly.2007.07.045
gmof_Al2O6-irmof10_B-irmof20_B_No20,6196d0f0f8a517a48b6cdffd,qmof-8a38035,,https://doi.org/10.1039/C9TA01752F
VUPQON_FSR,6196ceb8a6be6ad33899c1fc,qmof-58ff33e,VUPQON,https://doi.org/10.1039/b914147b
boydwoo_str_m1_o10_o26_pcu_sym_208,6196cf83a6be6ad33899ce36,qmof-da76944,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MOF-5_cooh_2_572_2,6196cba4a6be6ad33899891f,qmof-0bbddb3,,https://doi.org/10.1021/jp401920y
boydwoo_str_m5_Al_o11_o19_sra_sym_75,6196d018a6be6ad33899da9b,qmof-abdc322,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-DPAC_B-irmof6_B_No55,6196d0eaa6be6ad33899e7be,qmof-2034ad8,,https://doi.org/10.1039/C9TA01752F
