,T_P proba
boydwoo_str_m3_o3_o14_pcu_sym_133,1.0
OVEJAC_FSR,1.0
boydwoo_str_m3_o13_o14_pcu_sym_166,1.0
boydwoo_str_m3_o18_o29_pcu_sym_110,1.0
boydwoo_str_m4_Al_o2_o6_acs_sym_221,1.0
boydwoo_str_m5_Al_o16_o26_sra_sym_45,1.0
KOBHER_FSR,1.0
boydwoo_str_m3_o14_o14_nbo_sym_22,1.0
BUKTAE_FSR,1.0
boydwoo_str_m3_o18_o29_pcu_sym_154,1.0
gmof_Zn2O8N2-ADC_A-irmof14_A_No418,1.0
boydwoo_str_m3_o18_o18_pcu_sym_91,1.0
boydwoo_str_m3_o13_o27_pcu_sym_53,1.0
boydwoo_str_m4_Al_o6_o7_acs_sym_135,1.0
boydwoo_str_m5_Al_o23_o23_sra_sym_5,1.0
gmof_AlO6-DPAC_A_No13,1.0
boydwoo_str_m3_o5_o25_nbo_sym_146,1.0
HOXSIY_FSR,1.0
boydwoo_str_m3_o1_o14_pcu_sym_230,1.0
LARDUG_FSR,1.0
boydwoo_str_m3_o4_o21_pcu_sym_233,1.0
boydwoo_str_m4_Al_o20_o23_acs_sym_151,1.0
core_FARBIL_freeONLY,1.0
MOF-5_cooh_2_129_2,1.0
gmof_Al2O6-AZO_B-irmof7_B_No201,1.0
boydwoo_str_m5_Al_o13_o22_sra_sym_102,1.0
MOF-5_cooh_2_1150_1,1.0
boydwoo_str_m3_o2_o4_pcu_sym_119,1.0
HIDMEO_FSR,1.0
JOHVAE_FSR,1.0
gmof_Al2O6-fum_B-irmof7_B_No22,1.0
IQOZUJ_FSR,1.0
MOF-5_cooh_2_2713_1,1.0
core_BAKLIK_freeONLY,1.0
gmof_AlO6-pcn6_B_No2,1.0
boydwoo_str_m3_o2_o17_pcu_sym_195,1.0
boydwoo_str_m3_o19_o28_pcu_sym_112,1.0
boydwoo_str_m5_Al_o3_o23_sra_sym_68,1.0
boydwoo_str_m5_Al_o7_o18_sra_sym_64,1.0
boydwoo_str_m5_Al_o16_o26_sra_sym_69,1.0
LUTKIW_FSR,1.0
boydwoo_str_m3_o2_o26_pcu_sym_230,1.0
gmof_AlO6-mofHTB_No16,1.0
boydwoo_str_m1_o21_o21_pcu_sym_214,1.0
gmof_AlO6-mof177_No28,1.0
gmof_AlO6-irmof6_A_No10,1.0
WOVROQ_FSR,1.0
boydwoo_str_m5_Al_o3_o27_sra_sym_19,1.0
gmof_Zn2O8N2-irmof10_A-irmof8_A_No73,1.0
boydwoo_str_m3_o1_o13_pcu_sym_176,1.0
gmof_Al2O6-BDC_B-DPAC_B_No265,1.0
FAFMEG_FSR,1.0
boydwoo_str_m5_Al_o16_o23_sra_sym_139,1.0
FENBIM_FSR,1.0
BURBAS_FSR,1.0
gmof_AlO6-pcn6_A_No7,1.0
QEYWEX_FSR,1.0
boydwoo_str_m1_o8_o18_pcu_sym_280,1.0
boydwoo_str_m3_o3_o3_pcu_sym_129,1.0
boydwoo_str_m1_o13_o26_pcu_sym_241,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No543,1.0
boydwoo_str_m1_o4_o14_pcu_sym_39,1.0
boydwoo_str_m5_Al_o7_o18_sra_sym_112,1.0
ZIGRIT_FSR,1.0
gmof_AlO6-mof177_No14,1.0
boydwoo_str_m1_o26_o26_pcu_sym_117,1.0
boydwoo_str_m1_o13_o26_pcu_sym_110,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No19,1.0
boydwoo_str_m1_o11_o14_pcu_sym_67,1.0
EBIROY_FSR,1.0
boydwoo_str_m4_Al_o2_o6_acs_sym_267,1.0
boydwoo_str_m3_o14_o14_pcu_sym_17,1.0
gmof_Zn2O8N2-DPAC_A-irmof8_A_No679,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No305,1.0
boydwoo_str_m1_o9_o11_pcu_sym_191,1.0
QAZJOT_FSR,1.0
CUTCEB_FSR,1.0
pyrene_MUBZUG,1.0
gmof_Zn2O8N2-AZO_A-irmof10_A_No102,1.0
gmof_Zn2O8N2-ADC_A-irmof7_A_No1040,1.0
boydwoo_str_m3_o1_o20_nbo_sym_85,1.0
core_YEKXOD_freeONLY,1.0
GEFZAU_FSR,1.0
boydwoo_str_m4_Al_o6_o20_acs_sym_224,1.0
boydwoo_str_m5_Al_o4_o19_sra_sym_64,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No1,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No85,1.0
tobacco_srsb_sym_3_mc_0_sym_3_on_1_L_2,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No283,1.0
gmof_Al2O6-irmof10_B-irmof14_B_No4,1.0
LAVDIY_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No494,1.0
QURTII_FSR,1.0
MOF-5_cooh_2_2638_1,1.0
boydwoo_str_m5_Al_o3_o7_sra_sym_7,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No1006,1.0
AGAWOU_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No521,1.0
SOZHOG_FSR,1.0
PITMOW_FSR,1.0
gmof_Al2O6-AZO_B-irmof10_B_No239,1.0
KASLUO_FSR,1.0
gmof_Zn2O8N2-DPAC_A-irmof7_A_No923,1.0
LUMLEM_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No546,1.0
UXEHIP_FSR,1.0
ULIBIC_FSR,1.0
TENKUV_FSR,1.0
gmof_Zn2O8N2-DPAC_A-irmof14_A_No268,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No385,1.0
boydwoo_str_m3_o19_o27_nbo_sym_23,1.0
core_SETPEO_freeONLY,1.0
IDUTIN_FSR,1.0
boydwoo_str_m3_o8_o23_pcu_sym_282,1.0
SACNUI_FSR,1.0
JOJJIC01_FSR,1.0
IXIHUS01_FSR,1.0
TIJGUP_FSR,1.0
core_ERUFUS_freeONLY,1.0
tobacco_srsb_sym_3_mc_0_sym_3_on_1_L_14,1.0
boydwoo_str_m3_o3_o26_pcu_sym_20,1.0
gmof_Zn2O8N2-DPAC_A-irmof7_A_No970,1.0
boydwoo_str_m3_o11_o18_pcu_sym_240,1.0
boydwoo_str_m5_Al_o3_o27_sra_sym_25,1.0
boydwoo_str_m1_o8_o26_pcu_sym_14,1.0
GOBRUL_FSR,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No195,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No876,1.0
boydwoo_str_m5_Al_o7_o13_sra_sym_66,1.0
BOWMAD_FSR,1.0
KOBGOY02_FSR,1.0
QAVDIC01_FSR,1.0
LAPRUS_FSR,1.0
gmof_Al2O6-AZO_B-BDC_B_No97,1.0
NOWPEX01_FSR,0.897615364218317
gmof_AlO6-DPAC_A_No27,1.0
boydwoo_str_m5_Al_o2_o4_sra_sym_103,1.0
gmof_Al2O6-AZO_B-BDC_B_No176,1.0
gmof_Uio66Zr-irmof8_A-imdb_No9,1.0
PASQUX_FSR,1.0
boydwoo_str_m5_Al_o3_o18_sra_sym_31,1.0
AWAWIF_FSR,1.0
gmof_AlO6-AZO_A_No5,1.0
gmof_Zn2O8-ADC_A-DPAC_A_No372,1.0
boydwoo_str_m3_o13_o27_pcu_sym_88,1.0
KINJUO_FSR,1.0
gmof_Zn2O8N2-BDC_A-irmof14_A_No117,1.0
boydwoo_str_m5_Al_o4_o20_sra_sym_141,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No279,1.0
boydwoo_str_m3_o1_o4_nbo_sym_75,1.0
boydwoo_str_m5_Al_o11_o24_sra_sym_98,1.0
boydwoo_str_m3_o2_o11_pcu_sym_55,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No319,1.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No300,1.0
boydwoo_str_m4_Al_o7_o27_acs_sym_159,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No556,1.0
PURROK_FSR,1.0
gmof_AlO6-DPAC_A_No8,1.0
boydwoo_str_m3_o7_o26_pcu_sym_259,1.0
MAYRIQ_FSR,1.0
NEWTUF_FSR,1.0
boydwoo_str_m5_Al_o8_o16_sra_sym_4,1.0
core_GOGWAB_freeONLY,1.0
gmof_Al2O6-BDC_B-irmof7_B_No581,1.0
OKUBIF_FSR,1.0
NAQXAG_FSR,1.0
gmof_AlO6-AZO_A_No1,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No472,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No42,1.0
boydwoo_str_m3_o3_o21_pcu_sym_172,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No179,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No402,1.0
boydwoo_str_m3_o23_o24_pcu_sym_217,1.0
IYOBAA_FSR,1.0
gmof_Zn2O8N2-DPAC_A-irmof14_A_No821,1.0
KUWCEM_FSR,1.0
ISITOU_FSR,1.0
core_ESASEY_freeONLY,1.0
gmof_Zn2O8N2-irmof10_A-irmof14_A_No288,1.0
boydwoo_str_m3_o23_o29_pcu_sym_64,1.0
gmof_Al2O6-AZO_B-DPAC_B_No7,1.0
KEWMUW_FSR,1.0
SOBZEQ_FSR,0.8274566461485737
QILRIO_FSR,1.0
gmof_Al2O6-DPAC_B-irmof10_B_No146,1.0
boydwoo_str_m3_o7_o18_pcu_sym_186,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No16,1.0
WEPCEA_FSR,1.0
boydwoo_str_m4_Al_o2_o25_acs_sym_195,1.0
boydwoo_str_m5_Al_o7_o18_sra_sym_65,1.0
MOF-5_cooh_2_47_1,1.0
gmof_Al2O6-BDC_B-irmof20_B_No284,1.0
boydwoo_str_m5_Al_o20_o25_sra_sym_118,1.0
MURVAY_FSR,1.0
gmof_ZnN4-SiF6-irmof20_No4,1.0
boydwoo_str_m3_o11_o14_pcu_sym_102,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No629,1.0
boydwoo_str_m3_o19_o23_pcu_sym_57,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No1072,1.0
boydwoo_str_m1_o4_o9_pcu_sym_268,1.0
core_YUVGOL_SL,1.0
boydwoo_str_m3_o1_o22_nbo_sym_49,1.0
BOJLIW_FSR,1.0
gmof_Al2O6-DPAC_B-fum_B_No14,1.0
boydwoo_str_m3_o7_o29_pcu_sym_1,1.0
UFOLOT_FSR,1.0
boydwoo_str_m3_o11_o22_nbo_sym_137,1.0
XILVEV_FSR,1.0
AFEBAQ_FSR,1.0
gmof_Al2O6-AZO_B-BDC_B_No248,1.0
boydwoo_str_m3_o14_o19_pcu_sym_89,1.0
JOJJEY_FSR,1.0
boydwoo_str_m1_o10_o26_pcu_sym_183,1.0
EYOQAL_FSR,0.883654464278658
gmof_Uio66Zr-irmof10_A-irmof14_A_No285,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No604,1.0
VUKHEP_FSR,1.0
PAVKAZ_FSR,0.8343999810658803
boydwoo_str_m3_o17_o20_pcu_sym_34,1.0
boydwoo_str_m5_Al_o23_o23_sra_sym_146,1.0
boydwoo_str_m5_Al_o7_o23_sra_sym_45,1.0
gmof_Zn2O8N2-ADC_A-irmof20_A_No421,1.0
ONOVET_FSR,1.0
core_EDUVOO_freeONLY,1.0
boydwoo_str_m5_Al_o13_o19_sra_sym_104,1.0
BOVGIE_FSR,1.0
boydwoo_str_m5_Al_o6_o23_sra_sym_111,1.0
core_HOXGEH_freeONLY,1.0
boydwoo_str_m5_Al_o2_o2_sra_sym_20,1.0
IXUCOT_FSR,1.0
gmof_AlO6-mofHTB_No21,1.0
boydwoo_str_m3_o4_o14_nbo_sym_101,1.0
SARTIR_FSR,0.9066781744410055
gmof_Al2O6-irmof16_B-irmof7_B_No91,1.0
boydwoo_str_m5_Al_o4_o12_sra_sym_123,1.0
boydwoo_str_m3_o20_o22_pcu_sym_118,1.0
YOPJOF_FSR,1.0
tobacco_SR_mrc_v1-6c_Hf_1_Ch_v2-4c_1anC_Ch_1B_2F_Ch_2x1x2,1.0
boydwoo_str_m3_o3_o10_pcu_sym_80,1.0
gmof_AlO6-AZO_A_No13,1.0
boydwoo_str_m4_Al_o6_o17_acs_sym_120,1.0
XORCOX_FSR,1.0
DARQOF_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof7_A_No787,1.0
gmof_Al2O6-fum_B-irmof7_B_No275,1.0
gmof_Al2O6-DPAC_B-irmof8_B_No4,1.0
PILWIS_FSR,1.0
gmof_Zn2O8N2-BDC_A-DPAC_A_No585,1.0
OLODIE_FSR,1.0
gmof_Zn2O8-ADC_A-irmof8_A_No986,1.0
COWRIR_FSR,1.0
boydwoo_str_m3_o5_o22_nbo_sym_100,1.0
boydwoo_str_m3_o1_o10_pcu_sym_160,1.0
core_HIFVOI_freeONLY,1.0
gmof_Zn2O8-irmof6_A-pcn6_A_No8,1.0
gmof_Al2O6-BDC_B-irmof10_B_No213,1.0
FOKLID_FSR,1.0
boydwoo_str_m3_o14_o16_pcu_sym_13,1.0
boydwoo_str_m1_o4_o9_pcu_sym_54,1.0
VINWOH_FSR,1.0
gmof_AlO6-pcn6_A_No5,1.0
DUKPIK_FSR,1.0
boydwoo_str_m5_Al_o6_o19_sra_sym_29,1.0
boydwoo_str_m1_o4_o11_pcu_sym_212,1.0
boydwoo_str_m4_Al_o2_o6_acs_sym_135,1.0
SAZBAY_FSR,1.0
gmof_AlO6-mofHTB_No13,1.0
core_JUJMOS_freeONLY,1.0
boydwoo_str_m3_o2_o14_pcu_sym_42,1.0
LUPCUW_FSR,1.0
boydwoo_str_m3_o8_o10_pcu_sym_135,1.0
AXOCEW_FSR,1.0
boydwoo_str_m3_o11_o22_nbo_sym_175,1.0
gmof_Zn2O8N2-AZO_A-irmof10_A_No127,1.0
gmof_Al2O6-DPAC_B-irmof8_B_No7,1.0
HOZXAX_FSR,1.0
boydwoo_str_m3_o13_o18_pcu_sym_221,1.0
boydwoo_str_m3_o8_o11_pcu_sym_171,1.0
ULIBAU_FSR,1.0
boydwoo_str_m3_o8_o9_pcu_sym_10,1.0
YELTER_FSR,1.0
GINHUJ_FSR,1.0
boydwoo_str_m1_o8_o16_pcu_sym_114,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No639,1.0
MOF-5_cooh_2_1089_1,1.0
gmof_AlO6-mofHTB_No14,1.0
boydwoo_str_m3_o3_o16_pcu_sym_120,1.0
gmof_ZnN4-SiF6-AZO_No2,1.0
MICSAT_FSR,1.0
boydwoo_str_m3_o26_o29_pcu_sym_112,1.0
BAXGEO01_FSR,1.0
KAKNOA01_FSR,1.0
boydwoo_str_m1_o4_o28_pcu_sym_101,1.0
boydwoo_str_m4_Al_o6_o25_acs_sym_177,1.0
GUPCUQ01_FSR,1.0
TAGQUQ_FSR,1.0
boydwoo_str_m5_Al_o11_o19_sra_sym_45,1.0
gmof_Al2O6-BDC_B-fum_B_No92,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No394,1.0
boydwoo_str_m3_o2_o26_pcu_sym_4,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No278,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No145,1.0
gmof_CuN4-SiF6-DPAC_No14,1.0
gmof_Al2O6-irmof10_B-irmof12_B_No5,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No156,1.0
boydwoo_str_m3_o17_o23_pcu_sym_80,1.0
GIRHOF_FSR,1.0
PESGEB_FSR,1.0
POPCII_FSR,1.0
AKAGIE_FSR,1.0
TOXYEM_FSR,1.0
boydwoo_str_m3_o3_o27_pcu_sym_11,1.0
gmof_Al2O6-irmof16_B-irmof6_B_No32,1.0
boydwoo_str_m3_o2_o19_pcu_sym_41,1.0
PUFWOE_FSR,1.0
boydwoo_str_m3_o8_o29_pcu_sym_254,1.0
boydwoo_str_m1_o19_o22_pcu_sym_49,1.0
RELLOK_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof7_A_No1057,1.0
boydwoo_str_m1_o11_o24_pcu_sym_205,1.0
TEQTEQ_FSR,1.0
gmof_Al2O6-ADC_B-BDC_B_No449,1.0
boydwoo_str_m1_o5_o22_pcu_sym_42,1.0
boydwoo_str_m1_o13_o13_pcu_sym_138,1.0
BEQBUW_FSR,1.0
gmof_Al2O6-BDC_B-irmof7_B_No745,1.0
tobacco_srsb_sym_3_on_1_sym_3_mc_0_L_2,1.0
GOTYOF_FSR,1.0
PEZLOY_FSR,1.0
boydwoo_str_m1_o9_o20_pcu_sym_118,1.0
ULAFEU_FSR,1.0
gmof_Zn2O8N2-ADC_A-BDC_A_No317,1.0
boydwoo_str_m1_o1_o11_pcu_sym_21,1.0
gmof_Al2O6-fum_B-irmof20_B_No59,1.0
core_BARZUR_freeONLY,1.0
boydwoo_str_m3_o7_o15_pcu_sym_101,1.0
IMIDZB02_FSR,1.0
boydwoo_str_m1_o18_o21_pcu_sym_99,1.0
gmof_Zn2O8N2-AZO_A-irmof7_A_No510,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No292,1.0
HOKMUR_FSR,1.0
gmof_Al2O6-fum_B-irmof7_B_No159,1.0
TESCIF_FSR,1.0
boydwoo_str_m5_Al_o3_o13_sra_sym_52,1.0
EWALUK_FSR,1.0
boydwoo_str_m3_o2_o18_pcu_sym_186,1.0
VUMQEA_FSR,1.0
boydwoo_str_m5_Al_o4_o13_sra_sym_43,1.0
MOF-5_cooh_2_1907_1,1.0
FAYKEX_FSR,1.0
boydwoo_str_m4_Al_o7_o23_acs_sym_205,1.0
boydwoo_str_m7_Zn_o9_o13_bcu_sym_137,1.0
boydwoo_str_m3_o4_o29_pcu_sym_150,1.0
core_CURYOE01_freeONLY,1.0
gmof_Zn2O8N2-ADC_A-BDC_A_No31,1.0
FIDFEG_FSR,1.0
gmof_AlO6-mof177-N_No23,1.0
core_REXDOP_freeONLY,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No290,1.0
gmof_Zn2O8N2-BDC_A-DPAC_A_No358,1.0
gmof_Zn2O8N2-BDC_A-irmof7_A_No218,1.0
UCOCEU_FSR,1.0
ZAGFOF_FSR,1.0
boydwoo_str_m5_Al_o3_o7_sra_sym_73,1.0
KACYEV_FSR,1.0
QUFBUP_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No498,1.0
gmof_AlO6-AZO_A_No4,1.0
QAFGAI_FSR,1.0
EZEROS_FSR,1.0
TUDJOS_FSR,1.0
boydwoo_str_m3_o7_o20_pcu_sym_90,1.0
pyrene_NUHTIW,1.0
gmof_Uio66Zr-DPAC_A_No23,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No32,1.0
PANROO_FSR,1.0
gmof_Al2O6-AZO_B_No1,1.0
gmof_Uio66Zr-BDC_A_No2,1.0
core_FARFOU_freeONLY,1.0
boydwoo_str_m4_Al_o23_o23_acs_sym_159,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No236,1.0
boydwoo_str_m5_Al_o10_o29_sra_sym_51,1.0
boydwoo_str_m5_Al_o2_o6_sra_sym_9,1.0
MAQYUA_FSR,1.0
boydwoo_str_m3_o19_o26_pcu_sym_115,1.0
LIQJEC_FSR,1.0
GITTIN_FSR,1.0
boydwoo_str_m1_o16_o26_pcu_sym_189,1.0
WEZMOF_FSR,1.0
boydwoo_str_m1_o12_o18_pcu_sym_20,1.0
boydwoo_str_m3_o2_o20_pcu_sym_124,1.0
gmof_Zn4O13-DPAC_A_No26,1.0
gmof_Zn2O8N2-AZO_A-irmof7_A_No643,1.0
FOCTEY_FSR,1.0
MOF-5_cooh_2_2739_1,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No298,1.0
boydwoo_str_m3_o18_o21_pcu_sym_58,1.0
HAFHII_FSR,1.0
tobacco_srsb_sym_3_on_1_sym_3_mc_0_L_6,1.0
boydwoo_str_m3_o20_o29_pcu_sym_67,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No341,1.0
tobacco_SR_tsd_v1-6c_Zr_1_Ch_v2-4c_B_Ch_v3-4c_B_Ch_v4-3c_triazine_Ch_1B_2SH_Ch_2x3x1,1.0
WEKLAB_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No338,1.0
boydwoo_str_m3_o18_o19_pcu_sym_140,1.0
EVONOS_FSR,1.0
XOTSOP01_FSR,1.0
ACAKEX_FSR,1.0
YEGYAM_FSR,1.0
boydwoo_str_m3_o11_o15_nbo_sym_136,1.0
boydwoo_str_m5_Al_o6_o17_sra_sym_20,1.0
BAYPUN_FSR,1.0
boydwoo_str_m3_o21_o23_pcu_sym_12,1.0
MOF-5_cooh_2_1144_2,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No346,1.0
XIHRIQ_FSR,1.0
boydwoo_str_m1_o8_o18_pcu_sym_158,1.0
JEXPAE_FSR,1.0
boydwoo_str_m3_o14_o14_pcu_sym_167,1.0
boydwoo_str_m3_o11_o23_nbo_sym_261,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No604,1.0
JEVCIX_FSR,1.0
boydwoo_str_m3_o22_o27_nbo_sym_53,1.0
boydwoo_str_m1_o4_o11_pcu_sym_196,1.0
gmof_Al2O6-fum_B-irmof7_B_No163,1.0
HIGXEC_FSR,1.0
gmof_Zn2O8N2-ADC_A-BDC_A_No817,1.0
boydwoo_str_m3_o1_o13_pcu_sym_152,1.0
core_SOPLOA_freeONLY,1.0
MUSQEY_FSR,1.0
DENKOX_FSR,1.0
GITYIT_FSR,1.0
gmof_AlO6-pcn6_B_No8,1.0
NIYPIW_FSR,1.0
core_DUWFOS_freeONLY,1.0
boydwoo_str_m5_Al_o7_o20_sra_sym_63,1.0
NAGRUL_FSR,1.0
boydwoo_str_m1_o5_o23_pcu_sym_24,1.0
boydwoo_str_m3_o18_o26_pcu_sym_124,1.0
SIRVEX_FSR,1.0
core_FECYUJ_freeONLY,1.0
gmof_Uio66Zr-irmof10_A-irmof12_A_No16,1.0
gmof_Zn2O8N2-ADC_A-DPAC_A_No334,1.0
boydwoo_str_m1_o12_o13_pcu_sym_151,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No94,1.0
DULJOM_FSR,1.0
boydwoo_str_m3_o14_o29_pcu_sym_256,1.0
boydwoo_str_m3_o1_o21_pcu_sym_9,1.0
BURMAE_FSR,1.0
LUMKUB_FSR,1.0
core_JUFBIX_freeONLY,1.0
boydwoo_str_m3_o4_o28_pcu_sym_184,1.0
IWIVIV02_FSR,1.0
boydwoo_str_m7_Zn_o19_o21_bcu_sym_267,1.0
gmof_Zn2O8N2-ADC_A-AZO_A_No288,1.0
gmof_Al2O6-AZO_B-BDC_B_No266,1.0
LEKMIA_FSR,1.0
gmof_Al2O6-DPAC_B-irmof20_B_No105,1.0
gmof_Zn2O8N2-AZO_A-NiC4_No5,1.0
gmof_Zn2O8N2-ADC_A-AZO_A_No539,1.0
core_FUNLAD_freeONLY,1.0
CUTCIF_FSR,1.0
boydwoo_str_m1_o26_o26_pcu_sym_62,1.0
gmof_Zn4O13-BDC_A-NiC4_No24,1.0
gmof_ZnN4-SiF6-DPAC_No13,1.0
YAFRED_FSR,1.0
BITCUE_FSR,1.0
GEDLEI_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof7_A_No379,1.0
boydwoo_str_m1_o12_o21_pcu_sym_131,1.0
core_XEXLIX_freeONLY,1.0
boydwoo_str_m3_o16_o20_pcu_sym_211,1.0
SARTEN_FSR,0.8489118854455319
gmof_AlO6-mof177-N_No11,1.0
NENRIK_FSR,1.0
gmof_Zn2O8N2-AZO_A-irmof20_A_No536,1.0
boydwoo_str_m4_Al_o7_o23_acs_sym_54,1.0
VOGSES_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No317,1.0
gmof_Zn2O8N2-irmof14_A-irmof8_A_No145,1.0
boydwoo_str_m3_o2_o9_pcu_sym_61,1.0
gmof_Al2O6-irmof10_B-irmof6_B_No49,1.0
EVAHAM_FSR,1.0
gmof_AlO6-irmof10_A_No3,1.0
boydwoo_str_m5_Al_o17_o20_sra_sym_9,1.0
boydwoo_str_m1_o4_o9_pcu_sym_213,1.0
UDAFOX_FSR,1.0
OTECEX_FSR,0.8629221191130096
boydwoo_str_m3_o2_o11_pcu_sym_119,1.0
gmof_Zn2O8-ADC_A-DPAC_A_No999,1.0
boydwoo_str_m5_Al_o6_o27_sra_sym_73,1.0
gmof_Zn2O8N2-AZO_A-DPAC_A_No539,1.0
gmof_Al2O6-BDC_B-irmof7_B_No267,1.0
NIJSAC_FSR,1.0
gmof_AlO6-mofHTB_No20,1.0
boydwoo_str_m5_Al_o6_o18_sra_sym_97,1.0
gmof_AlO6-ADC_A_No19,1.0
tobacco_srsb_sym_3_on_1_sym_3_mc_0_L_3,1.0
tobacco_SR_ttv_v1-3c_B_Ch_v2-12c_Hf_1_Ch_1B_4H_Ch_2x2x2,1.0
ADETEL_FSR,0.8399854858067471
gmof_ZnN4-SiF6-BDC_No3,1.0
DOQLIG01_FSR,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No371,1.0
boydwoo_str_m1_o12_o16_pcu_sym_132,1.0
boydwoo_str_m3_o4_o29_pcu_sym_191,1.0
boydwoo_str_m1_o11_o15_pcu_sym_214,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No337,1.0
DOLDUE_FSR,1.0
boydwoo_str_m3_o3_o25_pcu_sym_43,1.0
gmof_Al2O6-BDC_B-DPAC_B_No248,1.0
NOBNOK_FSR,1.0
gmof_AlO6-mof177_No38,1.0
XIYDOY01_FSR,1.0
boydwoo_str_m5_Al_o1_o20_sra_sym_42,1.0
gmof_Zn2O8N2-BDC_A-irmof6_A_No273,1.0
boydwoo_str_m3_o13_o16_pcu_sym_94,1.0
gmof_AlO6-pcn6_B_No15,1.0
boydwoo_str_m3_o18_o20_pcu_sym_33,1.0
BECBIX_FSR,0.8015252254509705
boydwoo_str_m3_o12_o25_pcu_sym_3,1.0
boydwoo_str_m3_o13_o26_pcu_sym_246,1.0
LOZJUI_FSR,1.0
boydwoo_str_m3_o4_o14_nbo_sym_238,1.0
boydwoo_str_m5_Al_o13_o27_sra_sym_66,1.0
MOF-5_cooh_2_633_2,1.0
boydwoo_str_m3_o2_o7_pcu_sym_13,1.0
boydwoo_str_m3_o14_o19_nbo_sym_114,1.0
LUBXIR_FSR,1.0
OHAPEU_FSR,1.0
boydwoo_str_m3_o15_o20_nbo_sym_68,1.0
gmof_Al2O6-BDC_B-DPAC_B_No165,1.0
core_ZELROZ_manual,1.0
gmof_Al2O6-irmof10_B-irmof20_B_No51,1.0
boydwoo_str_m3_o13_o25_pcu_sym_184,1.0
MOBFOB_FSR,1.0
gmof_Zn2O8N2-ADC_A-DPAC_A_No1749,1.0
OFERUN03_FSR,1.0
boydwoo_str_m3_o3_o8_pcu_sym_80,1.0
SIMXOE_FSR,1.0
boydwoo_str_m3_o8_o13_pcu_sym_57,1.0
gmof_AlO6-AZO_A_No3,1.0
gmof_Uio66Zr-irmof10_A-irmof12_A_No5,1.0
FUJRIM_FSR,1.0
BANYUN_FSR,1.0
gmof_AlO6-mofHTB_No7,1.0
boydwoo_str_m3_o7_o22_pcu_sym_128,1.0
WUWVIU_FSR,1.0
gmof_Al2O6-ADC_B-DPAC_B_No365,1.0
QISJOR_FSR,1.0
CEFCUO_FSR,1.0
boydwoo_str_m3_o2_o16_pcu_sym_251,1.0
boydwoo_str_m5_Al_o2_o13_sra_sym_65,1.0
boydwoo_str_m1_o11_o15_pcu_sym_231,1.0
FUNBOG_FSR,1.0
gmof_Al2O6-BDC_B-DPAC_B_No144,1.0
gmof_Al2O6-BDC_B-irmof20_B_No20,1.0
boydwoo_str_m1_o12_o26_pcu_sym_19,1.0
boydwoo_str_m1_o10_o21_pcu_sym_23,1.0
YOVPEG_FSR,1.0
